Customer Id	Customer Fname	Customer Lname	Customer Segment	Customer City	Customer Country	Customer State	Customer Street	Customer Zipcode
4674	Mary	Lynn	Consumer	Jamaica	EE. UU.	CA	7694 Velvet Turnabout	11434
8519	Pamela	Michael	Consumer	Granite City	EE. UU.	AZ	1585 Stony Rabbit Hollow	62040
5302	Betty	Smith	Consumer	Medford	EE. UU.	CA	2289 Cozy Promenade	2155
3594	Mary	Smith	Consumer	Pomona	EE. UU.	PA	830 Clear Sky Vale	91766
9890	Christian	Luna	Consumer	Tempe	EE. UU.	CO	2833 Clear Valley	85281
1410	Mary	Smith	Consumer	Santa Ana	EE. UU.	CA	4682 Cozy Freeway	92703
7521	Mary	Ortega	Consumer	York	EE. UU.	PA	4196 Noble Beacon Mews	17402
2106	Mary	Grimes	Consumer	Aurora	EE. UU.	CO	231 Bright Alley	80010
8144	Mary	Summers	Consumer	Simi Valley	EE. UU.	TX	3926 Stony Gardens	93065
5643	Tiffany	Caldwell	Consumer	Silver Spring	EE. UU.	PA	3632 Fallen Pioneer Isle	20904
2041	Paul	Garcia	Consumer	Saint Paul	EE. UU.	MN	1070 Dusty Beacon Maze	55124
7537	Stephen	Lee	Consumer	San Antonio	EE. UU.	NY	469 Crystal Anchor Mountain	78201
3056	George	Middleton	Consumer	Philadelphia	EE. UU.	PA	3601 Cozy Creek Trail	19143
3056	George	Middleton	Consumer	Philadelphia	EE. UU.	PA	3601 Cozy Creek Trail	19143
7967	Samuel	Jones	Consumer	Philadelphia	EE. UU.	PA	7007 Quiet Via	19149
1758	Larry	King	Consumer	Bronx	EE. UU.	NY	2515 Burning Boulevard	10466
4398	Mary	Yoder	Consumer	Azusa	EE. UU.	NJ	1010 Rustic Fox View	91702
5687	Mary	Chapman	Consumer	Fort Lauderdale	EE. UU.	FL	1430 Easy Spring Key	33324
8534	Mary	Rose	Consumer	San Antonio	EE. UU.	OH	3050 Crystal Fawn Green	78201
3372	Virginia	Smith	Consumer	Princeton	EE. UU.	VA	3139 Golden Autumn Byway	8540
10927	Jessica	Lang	Consumer	Perth Amboy	EE. UU.	KY 	3356 Crystal Farm	8861
3597	Margaret	Smith	Consumer	Miami	EE. UU.	NY	8473 Crystal Hickory Path	33162
2052	Mary	Anthony	Consumer	Loveland	EE. UU.	IL	874 Thunder Front	45140
4399	Richard	Smith	Consumer	Virginia Beach	EE. UU.	NY	9627 Little Terrace	23455
185	Deborah	Smith	Consumer	Louisville	EE. UU.	AZ	9295 Emerald Downs	40214
3441	Emma	Russell	Consumer	Lockport	EE. UU.	MA	8400 Clear Wagon  Row	14094
11947	Mary	Smith	Consumer	Chicago	EE. UU.	IL	5420 Crystal Hill	60608
1555	Adam	Smith	Consumer	Staten Island	EE. UU.	NY	4047 Grand Port	10314
9399	Mary	Bennett	Consumer	Tucson	EE. UU.	NY	6575 Quiet Loop	85719
2792	Roy	Carey	Consumer	Plymouth	EE. UU.	MI	4317 Emerald Bay	2360
10118	Mary	Reynolds	Consumer	Cleveland	EE. UU.	TX	5325 Amber Blossom Way	44120
8544	Sarah	Smith	Consumer	Bronx	EE. UU.	NY	3065 Foggy Horse Port	10458
4296	Edward	Sanchez	Consumer	Webster	EE. UU.	MD	3867 Middle Leaf By-pass	14580
4391	Harry	Smith	Consumer	Stockton	EE. UU.	IL	6332 Round Range	95207
2882	Mary	Decker	Consumer	Amarillo	EE. UU.	FL	6826 Quiet Lane	79109
3283	Charles	Ramos	Consumer	Martinsburg	EE. UU.	FL	3882 Golden Maze	25401
397	Mary	Delgado	Consumer	Cumberland	EE. UU.	RI	1102 Misty Rabbit Alley	21502
4104	Debra	Butler	Consumer	Pekin	EE. UU.	IL	8581 Blue Crescent	61554
12214	Jennifer	Summers	Consumer	Tallahassee	EE. UU.	GA	2749 Emerald Glen	32308
10699	Mary	Lee	Consumer	Jacksonville	EE. UU.	 PR	7320 Wishing Rise Mall 	32225
2091	Doris	Smith	Consumer	Woonsocket	EE. UU.	 PR	3087 Hazy Glen	2895
10474	Benjamin	Case	Consumer	Stockton	EE. UU.	 PR 	125 Easy Lake Close	95206
7504	Stephanie	Smith	Consumer	Lithonia	EE. UU.	NY	4263 Cozy Embers Ledge	30058
8133	Benjamin	Riddle	Home Office	Caguas	Puerto Rico	AZ	7046 Sleepy Berry Estates	725
1429	Pamela	Murphy	Home Office	Caguas	Puerto Rico	OR	6982 Cinder Fawn Cape	725
1834	Jane	Nichols	Home Office	Caguas	Puerto Rico	CA	5105 Tawny Park	725
9451	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	5723 Cinder Loop	725
3497	Mary	Smith	Consumer	New York	EE. UU.	NY	6449 Lazy Robin Drive	10016
10066	Janice	Smith	Consumer	Phoenix	EE. UU.	CA	6229 Clear Oak Lookout	85033
4248	Jonathan	Smith	Consumer	Eugene	EE. UU.	CA	72 Noble Path	97402
6473	Mary	Castillo	Consumer	Long Beach	EE. UU.	CA	870 Amber Quail Circuit	90806
12288	Karen	Smith	Consumer	Algonquin	EE. UU.	IL	1726 Velvet Thicket	60102
7764	Mary	Wilson	Consumer	Indianapolis	EE. UU.	PA	6163 Lazy Pointe	46227
11720	Mary	Smith	Consumer	Los Angeles	EE. UU.	CA	5530 Emerald Elk Mews	90003
3935	Harold	Hayes	Consumer	Buena Park	EE. UU.	CA	3740 Velvet Rise	90620
8792	Mary	Smith	Consumer	Hayward	EE. UU.	GA	3204 Cinder Line	94541
10416	Mary	Goodwin	Consumer	Catonsville	EE. UU.	NJ	2476 Grand Leaf Townline	21228
424	Stephen	Douglas	Consumer	Carlisle	EE. UU.	CA	1111 Cotton Vista	17013
10031	Crystal	Blake	Consumer	Staten Island	EE. UU.	TN	6764 Tawny Link	10306
12288	Karen	Smith	Consumer	Algonquin	EE. UU.	IL	1726 Velvet Thicket	60102
10819	Michelle	Koch	Consumer	Long Beach	EE. UU.	IL	858 Emerald Key	90806
5418	Mary	Roy	Consumer	Marietta	EE. UU.	CA	6292 Wishing Branch Via	30066
7272	Benjamin	Hurst	Consumer	Jersey City	EE. UU.	NY	7697 Easy Butterfly Centre	7305
5329	Jack	Townsend	Consumer	Long Beach	EE. UU.	MA	4352 Heather Timber Quay	90805
11720	Mary	Smith	Consumer	Los Angeles	EE. UU.	CA	5530 Emerald Elk Mews	90003
7810	Henry	Smith	Consumer	Memphis	EE. UU.	TN	1490 Amber Forest Forest	38109
3624	Grace	Shah	Consumer	Lutz	EE. UU.	PA	9044 Round Private	33549
7331	Pamela	Strong	Consumer	Lombard	EE. UU.	 PR	2557 Gentle Hills Wynd	60148
125	Mary	Gallagher	Consumer	Oxnard	EE. UU.	CA	9831 Sunny Cloud Valley	93030
9419	Mary	Smith	Consumer	Brooklyn	EE. UU.	NY	6269 Harvest Shadow Meadow	11207
1250	Teresa	Smith	Consumer	New Bedford	EE. UU.	 PR	9725 Cotton Forest	2740
7683	Cynthia	Wallace	Consumer	Newburgh	EE. UU.	 PR	6412 Quiet Swale	12550
2728	Mary	Adams	Consumer	Miami	EE. UU.	 PR	2459 Velvet Brook Woods	33175
4612	Mary	Wilson	Consumer	Lansdale	EE. UU.	 PR	5078 Foggy Panda Highlands	19446
9419	Mary	Smith	Consumer	Brooklyn	EE. UU.	NY	6269 Harvest Shadow Meadow	11207
125	Mary	Gallagher	Consumer	Oxnard	EE. UU.	CA	9831 Sunny Cloud Valley	93030
6408	Kevin	Cooper	Home Office	Caguas	Puerto Rico	 PR	5085 Iron Vale	725
2431	Olivia	Moore	Home Office	Caguas	Puerto Rico	 PR	7775 Sleepy Farm	725
6497	Mary	Lee	Home Office	Aguadilla	Puerto Rico	 PR	7381 Green Autoroute	603
9011	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	5959 Harvest Forest Boulevard	725
6497	Mary	Lee	Home Office	Aguadilla	Puerto Rico	 PR	7381 Green Autoroute	603
716	Louis	Bishop	Home Office	Caguas	Puerto Rico	 PR	5192 Foggy Elk Village	725
7393	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	4210 Silver Heights	725
3405	Bruce	Paul	Home Office	Caguas	Puerto Rico	 PR	8852 Shady Glade	725
3150	Ruth	Smith	Home Office	Caguas	Puerto Rico	 PR	414 Colonial Carrefour	725
7687	Evelyn	Valencia	Home Office	Caguas	Puerto Rico	 PR	9183 Velvet Deer Circuit	725
2324	Zachary	Smith	Home Office	Caguas	Puerto Rico	 PR	9279 Quaking Key	725
7393	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	4210 Silver Heights	725
4594	Mary	Caldwell	Home Office	Caguas	Puerto Rico	 PR	8039 Grand Trail	725
1171	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	5509 Golden Sky Towers	725
2851	Mary	Huffman	Home Office	Caguas	Puerto Rico	PR	1795 Thunder Ramp	725
2431	Olivia	Moore	Home Office	Caguas	Puerto Rico	 PR	7775 Sleepy Farm	725
223	Ralph	Smith	Home Office	Caguas	Puerto Rico	OR	7302 Cotton Freeway	725
9189	Richard	Smith	Home Office	Caguas	Puerto Rico	CA	8310 Broad Centre	725
6827	Mary	Smith	Home Office	Caguas	Puerto Rico	CA	4788 Quaking Stead	725
6944	Kyle	Robertson	Home Office	Caguas	Puerto Rico	PR 	4343 Wishing River Subdivision	725
7393	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	4210 Silver Heights	725
2924	Timothy	Kirby	Home Office	Caguas	Puerto Rico	PR 	8400 Harvest Blossom Gardens	725
3546	Mary	Cannon	Home Office	Caguas	Puerto Rico	NY	3178 Golden Villas	725
9082	Diane	Terry	Home Office	Caguas	Puerto Rico	PR	7868 Iron Fawn Mall 	725
716	Louis	Bishop	Home Office	Caguas	Puerto Rico	 PR	5192 Foggy Elk Village	725
6944	Kyle	Robertson	Home Office	Caguas	Puerto Rico	PR 	4343 Wishing River Subdivision	725
2324	Zachary	Smith	Home Office	Caguas	Puerto Rico	 PR	9279 Quaking Key	725
11782	Michelle	Dickson	Home Office	Carolina	Puerto Rico	PA	7628 Foggy Brook Passage	983
8511	Mary	Smith	Home Office	Caguas	Puerto Rico	PR 	3408 Tawny Spring Glen	725
2851	Mary	Huffman	Home Office	Caguas	Puerto Rico	PR	1795 Thunder Ramp	725
7393	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	4210 Silver Heights	725
9011	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	5959 Harvest Forest Boulevard	725
9011	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	5959 Harvest Forest Boulevard	725
10610	Nancy	Bryant	Corporate	Caguas	Puerto Rico	PR	1133 Cozy Embers Plaza	725
10046	Mary	Smith	Corporate	Caguas	Puerto Rico	PR	8407 Colonial Cloud Mall 	725
4429	Sara	Graves	Corporate	Dallas	EE. UU.	NY	7190 Silver Horse Glade	75220
8037	Mary	Mclaughlin	Corporate	Salem	EE. UU.	OR	6774 Noble Branch Knoll	97303
8037	Mary	Mclaughlin	Corporate	Salem	EE. UU.	OR	6774 Noble Branch Knoll	97303
9352	Mary	Lewis	Corporate	South El Monte	EE. UU.	NY	9623 Clear Landing	91733
10081	Mary	Castillo	Corporate	San Diego	EE. UU.	CA	9900 Hidden Rise Downs	92115
9432	Hannah	Smith	Corporate	Sugar Land	EE. UU.	NY	5579 Quiet Nectar Circuit	77479
695	Sara	Smith	Corporate	Roswell	EE. UU.	CA	4145 Noble Ridge	88201
9511	Joshua	Brady	Corporate	Harvey	EE. UU.	CA	8414 Wishing Horse Acres	60426
2035	Mary	Salas	Corporate	Lockport	EE. UU.	IL	7698 Bright Grove Island	14094
6492	Bryan	Smith	Corporate	Provo	EE. UU.	IL 	9993 Easy Private	84604
9112	Joseph	Callahan	Corporate	Bay Shore	EE. UU.	FL	6528 Round Private	11706
7532	Mary	Liu	Corporate	Philadelphia	EE. UU.	PA	4565 Quiet Fox Hill	19104
10081	Mary	Castillo	Corporate	San Diego	EE. UU.	CA	9900 Hidden Rise Downs	92115
6950	Nicholas	Smith	Corporate	Marrero	EE. UU.	PA	603 Green Sky Promenade	70072
4830	Henry	Jones	Corporate	Philadelphia	EE. UU.	PA	6051 Emerald Arbor	19131
11797	Kimberly	Smith	Corporate	West Covina	EE. UU.	UT	9739 Round Spring Expressway	91790
6967	Johnny	Rodriguez	Corporate	Oceanside	EE. UU.	PR	8205 Silver Treasure Loop	92054
2891	Victoria	Pitts	Corporate	Lake Forest	EE. UU.	CA	8414 Velvet Island Ramp	92630
9345	Mary	Branch	Corporate	Aurora	EE. UU.	CO	4767 Wishing Round	80013
9345	Mary	Branch	Corporate	Aurora	EE. UU.	CO	4767 Wishing Round	80013
3306	Mary	Woods	Corporate	New York	EE. UU.	NY	8289 Foggy Meadow	10023
6670	Betty	Lopez	Corporate	West Chester	EE. UU.	PR	4971 Indian Campus	19380
9723	Rose	White	Corporate	Los Angeles	EE. UU.	CA	1396 Silver Berry Impasse	90024
1662	George	Smith	Corporate	Bronx	EE. UU.	NY	7449 Tawny Glen	10460
2709	Mary	Smith	Corporate	New York	EE. UU.	NY	4575 Middle Crescent	10128
12101	Samantha	Smith	Corporate	Highland	EE. UU.	OH	1773 Amber Walk	92346
8078	Janet	Thomas	Corporate	Brooklyn	EE. UU.	NY	6127 Dewy Goose Downs	11220
2891	Victoria	Pitts	Corporate	Lake Forest	EE. UU.	CA	8414 Velvet Island Ramp	92630
2540	Patricia	Smith	Corporate	Indianapolis	EE. UU.	NY	5062 Silver Corners	46227
4329	Mary	Ayala	Corporate	Lindenhurst	EE. UU.	NY	4482 Velvet Farm	11757
8841	Mary	Smith	Corporate	Los Angeles	EE. UU.	CA	183 Cozy Pond Trail	90037
6248	Ronald	Hanson	Consumer	Union City	EE. UU.	CA 	5076 Amber Blossom Hollow	94587
7832	Stephen	Nguyen	Corporate	Chicago	EE. UU.	IL	1706 Colonial Plaza	60610
1944	Mary	Smith	Home Office	Crystal Lake	EE. UU.	NY	9929 Hidden Berry Campus	60014
1788	Timothy	Smith	Consumer	Fort Lauderdale	EE. UU.	FL 	7516 Hidden Valley	33324
8480	Gary	Meza	Consumer	Rego Park	EE. UU.	PR	6040 Sunny Bay	11374
7465	Andrew	Smith	Consumer	Albuquerque	EE. UU.	NC	7732 Honey Dale	87120
10173	Kathleen	Smith	Consumer	Philadelphia	EE. UU.	PA	1043 Golden Timber Impasse	19111
3754	Mary	Sims	Home Office	Columbus	EE. UU.	PR	9853 Foggy Anchor Extension	31907
7810	Henry	Smith	Consumer	Memphis	EE. UU.	TN	1490 Amber Forest Forest	38109
6370	Andrea	Smith	Corporate	Provo	EE. UU.	PR	8382 Rustic Branch Dale	84604
6374	Rebecca	Briggs	Corporate	Caguas	Puerto Rico	PR	6764 Fallen Log Grove	725
12355	Victoria	Smith	Consumer	Lombard	EE. UU.	PR	8569 Emerald Blossom Concession	60148
9727	Mary	Cruz	Home Office	Chicago	EE. UU.	IL	6540 Thunder Square	60626
1169	Mary	Smith	Corporate	Oxnard	EE. UU.	CA	1055 Crystal Woods	93030
7269	Adam	Hodges	Consumer	San Jose	EE. UU.	PR	5808 Silver Rise Circuit	95111
2588	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	1497 Little Walk	725
8544	Sarah	Smith	Consumer	Bronx	EE. UU.	NY	3065 Foggy Horse Port	10458
11412	Mary	Harris	Corporate	Santa Ana	EE. UU.	TX 	2882 Quaking Place	92701
10428	Tammy	Chavez	Consumer	Caguas	Puerto Rico	TX	3200 Sunny Grove Jetty	725
8663	Mary	Kim	Consumer	Chicago	EE. UU.	IL	6812 Middle Blossom Forest	60647
7114	Deborah	Smith	Corporate	Cleveland	EE. UU.	TX	4994 Dusty Bear Village	44109
9316	Megan	Sanders	Consumer	Caguas	Puerto Rico	 PR	7489 Green End	725
5884	Gary	Smith	Consumer	Portland	EE. UU.	WV	4062 Dusty Quail Ridge	97229
4580	Charles	Smith	Consumer	Astoria	EE. UU.	CA	2488 Quiet Orchard	11103
11696	Mary	Smith	Corporate	Brooklyn	EE. UU.	NY	1829 Crystal Goose Promenade	11206
7680	Sandra	Heath	Consumer	Freeport	EE. UU.	IL	4280 Hazy Cloud Trail	11520
9402	Amber	Smith	Consumer	Caguas	Puerto Rico	TX	523 Sleepy Hills Front	725
10454	Anthony	Leblanc	Home Office	Milpitas	EE. UU.	MO	4806 Sunny Forest Heath	95035
10794	Mary	Fox	Consumer	Lenoir	EE. UU.	NV	4097 Little Spring Mall 	28645
10173	Kathleen	Smith	Consumer	Philadelphia	EE. UU.	PA	1043 Golden Timber Impasse	19111
7302	Angela	Little	Corporate	Brooklyn	EE. UU.	NY	2803 Wishing Branch Place	11208
3144	Pamela	Browning	Home Office	Hialeah	EE. UU.	CA	2820 Silent Corners	33016
4098	Mary	Lang	Consumer	Caguas	Puerto Rico	CA	398 Pleasant Mountain	725
11667	Mary	Brooks	Corporate	Hickory	EE. UU.	MA	786 Golden Forest Terrace	28601
10610	Nancy	Bryant	Corporate	Caguas	Puerto Rico	PR	1133 Cozy Embers Plaza	725
6448	Mary	Lawrence	Corporate	Caguas	Puerto Rico	PR 	4839 Velvet Place	725
6448	Mary	Lawrence	Corporate	Caguas	Puerto Rico	PR 	4839 Velvet Place	725
3298	Mary	Ray	Corporate	Caguas	Puerto Rico	PR 	75 Noble Swale	725
10046	Mary	Smith	Corporate	Caguas	Puerto Rico	PR	8407 Colonial Cloud Mall 	725
2911	Mary	Smith	Corporate	Caguas	Puerto Rico	PR 	9166 Golden Nectar Corner	725
6448	Mary	Lawrence	Corporate	Caguas	Puerto Rico	PR 	4839 Velvet Place	725
6742	David	Richardson	Corporate	Caguas	Puerto Rico	PR 	3539 Gentle Heights	725
2911	Mary	Smith	Corporate	Caguas	Puerto Rico	PR 	9166 Golden Nectar Corner	725
6448	Mary	Lawrence	Corporate	Caguas	Puerto Rico	PR 	4839 Velvet Place	725
9909	Mary	Wong	Corporate	Caguas	Puerto Rico	PR 	9856 High Bear Crossing	725
9909	Mary	Wong	Corporate	Caguas	Puerto Rico	PR 	9856 High Bear Crossing	725
3731	Beverly	Smith	Corporate	Caguas	Puerto Rico	PR 	610 Pleasant Shadow Heights	725
2205	Wayne	Rodriguez	Corporate	Caguas	Puerto Rico	PR 	4853 Silent Mount	725
2773	Linda	Hale	Corporate	Caguas	Puerto Rico	PR	2544 Honey Rise Loop	725
8766	Mary	Duncan	Corporate	Caguas	Puerto Rico	PR	1011 Iron Pioneer Autoroute	725
2205	Wayne	Rodriguez	Corporate	Caguas	Puerto Rico	PR 	4853 Silent Mount	725
2205	Wayne	Rodriguez	Corporate	Caguas	Puerto Rico	PR 	4853 Silent Mount	725
10948	Mary	Torres	Corporate	Caguas	Puerto Rico	PR	4709 Red Close	725
7783	Amy	Kent	Consumer	Hanover	EE. UU.	PR	8598 Harvest Beacon Plaza	17331
2360	Denise	Smith	Home Office	San Antonio	EE. UU.	PR	2641 Noble Point	78223
1209	Mary	Webb	Consumer	San Marcos	EE. UU.	PR	2337 Middle Embers Campus	78666
3421	Kathryn	Norris	Corporate	Caguas	Puerto Rico	PR	8609 Grand Harbour	725
1303	Mary	Contreras	Corporate	Dallas	EE. UU.	PR	3977 Colonial Towers	75231
11307	Mary	Smith	Corporate	Caguas	Puerto Rico	PR	6826 Foggy Close	725
8254	Jesse	Esparza	Consumer	Martinsburg	EE. UU.	PR	7773 Merry Autoroute	25401
11531	Barbara	Gordon	Corporate	Los Angeles	EE. UU.	CA	5406 Round Bear Parkway	90004
10731	Mary	Smith	Consumer	Riverside	EE. UU.	CA	6630 Sleepy Mews	92507
1443	Denise	Cohen	Consumer	West Orange	EE. UU.	NJ	8361 Misty Subdivision	7052
3519	Nicholas	Ruiz	Consumer	San Antonio	EE. UU.	PR	4105 Silver Quail Mount	78240
9414	Gloria	Smith	Consumer	Florissant	EE. UU.	MO	8905 Heather Bluff Place	63033
10954	Mary	White	Consumer	Las Vegas	EE. UU.	PR	8957 Old View View	89119
2131	Evelyn	Green	Consumer	Annandale	EE. UU.	VA	5149 Dusty Pony Common	22003
2131	Evelyn	Green	Consumer	Annandale	EE. UU.	VA	5149 Dusty Pony Common	22003
2131	Evelyn	Green	Consumer	Annandale	EE. UU.	VA	5149 Dusty Pony Common	22003
3804	Andrew	Le	Consumer	Hagerstown	EE. UU.	MD	7455 High Promenade	21740
3804	Andrew	Le	Consumer	Hagerstown	EE. UU.	MD	7455 High Promenade	21740
4276	Jacqueline	Page	Consumer	Riverside	EE. UU.	CA	9008 Old Lane	92507
9414	Gloria	Smith	Consumer	Florissant	EE. UU.	MO	8905 Heather Bluff Place	63033
6045	Mary	Christensen	Consumer	Bakersfield	EE. UU.	PR	245 Hazy Dale	93306
4276	Jacqueline	Page	Consumer	Riverside	EE. UU.	CA	9008 Old Lane	92507
1443	Denise	Cohen	Consumer	West Orange	EE. UU.	NJ	8361 Misty Subdivision	7052
2131	Evelyn	Green	Consumer	Annandale	EE. UU.	VA	5149 Dusty Pony Common	22003
9414	Gloria	Smith	Consumer	Florissant	EE. UU.	MO	8905 Heather Bluff Place	63033
4147	Karen	Gillespie	Consumer	Dorchester Center	EE. UU.	MA	3072 Umber Cape	2124
3804	Andrew	Le	Consumer	Hagerstown	EE. UU.	MD	7455 High Promenade	21740
3804	Andrew	Le	Consumer	Hagerstown	EE. UU.	MD	7455 High Promenade	21740
4147	Karen	Gillespie	Consumer	Dorchester Center	EE. UU.	MA	3072 Umber Cape	2124
4276	Jacqueline	Page	Consumer	Riverside	EE. UU.	CA	9008 Old Lane	92507
4147	Karen	Gillespie	Consumer	Dorchester Center	EE. UU.	MA	3072 Umber Cape	2124
1443	Denise	Cohen	Consumer	West Orange	EE. UU.	NJ	8361 Misty Subdivision	7052
1171	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	5509 Golden Sky Towers	725
8511	Mary	Smith	Home Office	Caguas	Puerto Rico	PR 	3408 Tawny Spring Glen	725
1171	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	5509 Golden Sky Towers	725
3358	Anthony	Wright	Home Office	Caguas	Puerto Rico	PR 	8950 Stony Forest Edge	725
1171	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	5509 Golden Sky Towers	725
2924	Timothy	Kirby	Home Office	Caguas	Puerto Rico	PR 	8400 Harvest Blossom Gardens	725
2260	Laura	Haas	Home Office	Caguas	Puerto Rico	PR	4948 Stony Close	725
6944	Kyle	Robertson	Home Office	Caguas	Puerto Rico	PR 	4343 Wishing River Subdivision	725
2260	Laura	Haas	Home Office	Caguas	Puerto Rico	PR	4948 Stony Close	725
3358	Anthony	Wright	Home Office	Caguas	Puerto Rico	PR 	8950 Stony Forest Edge	725
716	Louis	Bishop	Home Office	Caguas	Puerto Rico	 PR	5192 Foggy Elk Village	725
6408	Kevin	Cooper	Home Office	Caguas	Puerto Rico	 PR	5085 Iron Vale	725
9082	Diane	Terry	Home Office	Caguas	Puerto Rico	PR	7868 Iron Fawn Mall 	725
2111	Joan	Smith	Home Office	Caguas	Puerto Rico	PR	4028 Rustic Valley	725
2111	Joan	Smith	Home Office	Caguas	Puerto Rico	PR	4028 Rustic Valley	725
2324	Zachary	Smith	Home Office	Caguas	Puerto Rico	 PR	9279 Quaking Key	725
2924	Timothy	Kirby	Home Office	Caguas	Puerto Rico	PR 	8400 Harvest Blossom Gardens	725
3405	Bruce	Paul	Home Office	Caguas	Puerto Rico	 PR	8852 Shady Glade	725
3150	Ruth	Smith	Home Office	Caguas	Puerto Rico	 PR	414 Colonial Carrefour	725
3150	Ruth	Smith	Home Office	Caguas	Puerto Rico	 PR	414 Colonial Carrefour	725
4594	Mary	Caldwell	Home Office	Caguas	Puerto Rico	 PR	8039 Grand Trail	725
9444	Mary	Carpenter	Home Office	Caguas	Puerto Rico	PR 	5736 High Limits	725
7687	Evelyn	Valencia	Home Office	Caguas	Puerto Rico	 PR	9183 Velvet Deer Circuit	725
7393	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	4210 Silver Heights	725
542	Mary	Smith	Home Office	Caguas	Puerto Rico	PR 	2991 Silent Deer Landing	725
11329	Hannah	Smith	Home Office	Caguas	Puerto Rico	PR	5086 Emerald Fox Farms	725
3570	Mary	Nelson	Home Office	Caguas	Puerto Rico	PR 	3909 Hidden Treasure Beach	725
650	Austin	Sexton	Home Office	Caguas	Puerto Rico	PR 	4691 Cinder Crest	725
9353	Michael	Scott	Home Office	Caguas	Puerto Rico	PR 	5703 Tawny Creek Townline	725
54	Mary	Olson	Home Office	Caguas	Puerto Rico	PR 	7333 Cinder Way	725
12151	Vincent	Krueger	Home Office	Caguas	Puerto Rico	PR 	9404 Heather Bluff Dale	725
11329	Hannah	Smith	Home Office	Caguas	Puerto Rico	PR	5086 Emerald Fox Farms	725
10018	Gregory	Rodriguez	Home Office	Caguas	Puerto Rico	PR 	1632 Green Fawn Corners	725
3182	Frances	Smith	Home Office	Caguas	Puerto Rico	PR 	7786 Middle Private	725
4936	Kyle	Smith	Home Office	Caguas	Puerto Rico	PR 	8344 Noble Mountain Gate	725
14630	Kirestin	Barr	Consumer	Caguas	Puerto Rico	PR 	4722 Round Embers Falls	725
13256	Nora	Downs	Consumer	Caguas	Puerto Rico	PR	1836 Cozy View Orchard	725
14665	Jennifer	Stokes	Consumer	Caguas	Puerto Rico	PR	5257 Umber Field	725
